eventName,eventVenue,eventContent,startDate,endDate,startTime,endTime,eventOrganization,eventHost,phoneNumber,baseDate,code,providName
대구시립국악단 제200회 정기연주회 <새날>,대구문화예술회관 팔공홀,대구시립국악단 정기연주회,2021-04-15,2021-04-15,19:30,21:00,대구문화예술회관,대구시립국악단,053-606-6193,2021-08-10,6270000,대구광역시
베르톨트 브레히트 연극 <억척어멈과 그 자식들>,대구문화예술회관 팔공홀,대구시립극단 정기공연,2021-04-23,2021-04-23,19:30,22:30,대구문화예술회관,대구시립극단,053-606-6323,2021-08-10,6270000,대구광역시
베르톨트 브레히트 연극 <억척어멈과 그 자식들>,대구문화예술회관 팔공홀,대구시립극단 정기공연,2021-04-23,2021-04-23,17:00,19:30,대구문화예술회관,대구시립극단,053-606-6323,2021-08-10,6270000,대구광역시
대구시립무용단 창단 40주년 기념 페스티벌 - MODAFE In DAEGU Best Collection I,대구문화예술회관 팔공홀,대구시립무용단 창단40주년 기념 페스티벌,2021-04-27,2021-04-27,19:30,21:00,대구문화예술회관,대구시립무용단,053-606-6196,2021-08-10,6270000,대구광역시
대구시립무용단 창단 40주년 기념 페스티벌 DCDC x MODAFE 스파크플레이스,대구문화예술회관 팔공홀,대구시립무용단 창단40주년 기념 페스티벌,2021-04-28,2021-04-28,19:30,22:30,대구문화예술회관,대구시립무용단,053-606-6196,2021-08-10,6270000,대구광역시
대구시립무용단 창단 40주년 기념 페스티벌- MODAFE In DAEGU Best Collection II,대구문화예술회관 팔공홀,대구시립무용단 창단40주년 기념 페스티벌,2021-04-29,2021-04-29,19:30,22:30,대구문화예술회관,대구시립무용단,053-606-6196,2021-08-10,6270000,대구광역시
대구시립무용단 창단 40주년 기념 페스티벌 DCDC x MODAFE 스파크플레이스,대구문화예술회관 팔공홀,대구시립무용단 창단40주년 기념 페스티벌,2021-04-30,2021-04-30,19:30,22:30,대구문화예술회관,대구시립무용단,053-606-6196,2021-08-10,6270000,대구광역시
대구시립무용단 제79회 정기공연 <존재>,대구문화예술회관 팔공홀,대구시립무용단 창단 40주년 기념 페스티벌,2021-05-01,2021-05-01,17:00,17:50,대구문화예술회관,대구시립무용단,053-606-6196,2021-08-10,6270000,대구광역시
어린이를 위한 국악뮤지컬 토돌이의 모험 시즌2,대구문화예술회관 팔공홀,전래동화 별주부전을 소재로 현대적으로 각색한 어린이를 위한 국악뮤지컬,2021-05-05,2021-05-08,11:00,12:00,대구문화예술회관,대구문화예술회관,053-606-6135,2021-08-10,6270000,대구광역시
드래곤 길들이기,울산북구문화예술회관,영화,2020-01-29,2020-01-29,19:00,21:00,울산광역시북구,울산광역시북구,052-241-7350,2021-07-02,3720000,울산광역시 북구
공작,울산북구문화예술회관,영화,2020-02-12,2020-02-12,14:00,16:00,울산광역시북구,울산광역시북구,052-241-7350,2021-07-02,3720000,울산광역시 북구
덤보,울산북구문화예술회관,영화,2020-02-26,2020-02-26,19:00,21:00,울산광역시북구,울산광역시북구,052-241-7350,2021-07-02,3720000,울산광역시 북구
봉오동전투,울산북구문화예술회관,영화,2020-06-10,2020-06-10,14:00,16:00,울산광역시북구,울산광역시북구,052-241-7350,2021-07-02,3720000,울산광역시 북구
라이온킹,울산북구문화예술회관,영화,2020-06-24,2020-06-24,19:00,21:00,울산광역시북구,울산광역시북구,052-241-7350,2021-07-02,3720000,울산광역시 북구
스파이더맨 파프롬홈,울산북구문화예술회관,영화,2020-07-08,2020-07-08,14:00,16:00,울산광역시북구,울산광역시북구,052-241-7350,2021-07-02,3720000,울산광역시 북구
기억을 묻다,울산북구문화예술회관,공연,2020-07-15,2020-07-15,20:00,22:00,울산광역시북구,울산광역시북구,052-241-7350,2021-07-02,3720000,울산광역시 북구
울산 오페라단 로비음악회,울산북구문화예술회관,공연,2020-07-23,2020-07-23,12:30,13:00,울산광역시북구,울산광역시북구,052-241-7350,2021-07-02,3720000,울산광역시 북구
알라딘,울산북구문화예술회관,공연,2020-07-29,2020-07-29,19:00,21:00,울산광역시북구,울산광역시북구,052-241-7350,2021-07-02,3720000,울산광역시 북구
당산 신나무의 노래,울산북구문화예술회관,공연,2020-08-02,2020-08-02,17:00,18:00,울산광역시북구,울산광역시북구,052-241-7350,2021-07-02,3720000,울산광역시 북구
터미네이터,울산북구문화예술회관,영화,2020-08-12,2020-08-12,14:00,16:00,울산광역시북구,울산광역시북구,052-241-7350,2021-07-02,3720000,울산광역시 북구
주먹왕랄프,울산북구문화예술회관,영화,2020&08&26,2020-08-26,19:00,21-00,울산광역시북구,울산광역시북구,"052,241,7350",2021-07-02,3720000,울산광역시 북구
축구국가대표팀 친선경기 대한민국vs콜롬비아,주경기장,축구경기,2019-03-26,2019-03-26,20:00,22:00,대한축구협회,대한축구협회,02-2002-0707,2021-06-30,B553774,서울시설공단
2019 K리그1 서울vs상주,주경기장,축구경기,2019-03-30,2019-03-30,14:00,16:00,(주)GS스포츠,(주)GS스포츠,02-306-5050,2021-06-30,B553774,서울시설공단
2019 K리그1 서울vs경남,주경기장,축구경기,2019-04-06,2019-04-06,14:00,16:00,(주)GS스포츠,(주)GS스포츠,02-306-5050,2021-06-30,B553774,서울시설공단
2019 K리그1 서울vs인천,주경기장,축구경기,2019-04-21,2019-04-21,16:00,18:00,(주)GS스포츠,(주)GS스포츠,02-306-5050,2021-06-30,B553774,서울시설공단
2019 K리그1 서울vs대구,주경기장,축구경기,2019-05-11,2019-05-11,19:00,21:00,(주)GS스포츠,(주)GS스포츠,02-306-5050,2021-06-30,B553774,서울시설공단
신나는 오케스트라 찾아가는 연주회,도립화목원,클래식,2020-07-25,2020-07-25,11:00,12:00,춘천문화재단,춘천문화재단,033-259-5443,2020-07-14,4180000,강원도 춘천시
"온택트 컬처테라피, 희망전남 일곱빛깔 스테이지(고택을감싸는라틴&국악)",해남 녹우당,공연,2020-11-21,2020-11-21,16:00,17:00,"한국예총 전남지회, 전라남도 문화재단, 전라남도 관광재단, 목포문화재단",전라남도,061-286-5420,2020-11-18,6460000,전라남도
"온택트 컬처테라피, 희망전남 일곱빛깔 스테이지(창으로누리는고택풍경)",담양 식영정,공연,2020-11-28,2020-11-28,16:00,17:00,"한국예총 전남지회, 전라남도 문화재단, 전라남도 관광재단, 목포문화재단",전라남도,061-286-5420,2020-11-18,6460000,전라남도
코리아오페라필하모니오케스트라,시민회관,음악회,2015&11&26,2015-11-26,19:30~21:00,21-00,코리아오페라필하모니,광명시,"02,2680,6867",2020-10-22,3900000,경기도 광명시
광명청춘합창단정기연주회,시민회관,음악회,2015-10-31,2015-10-31,19:00~21:00,21:00,광명청춘합창단,광명시,02-2680-6867,2020-10-22,3900000,경기도 광명시
제6회 전국공연장상주예술단체 페스티벌,울산북구문화예술회관,공연,2019-11-26,2019-12-05,19:30,11:00,울산광역시북구,울산광역시북구,052-241-7371,2021-07-02,3720000,울산광역시 북구
음악극 너랑 나랑 아리랑,울산북구문화예술회관,공연,2019-12-05,2019-12-05,11:00,12:00,울산광역시북구,울산광역시북구,052-241-7372,2021-07-02,3720000,울산광역시 북구
창작국악극 당산 신나무의 노래,울산북구문화예술회관,공연,2019-12-10,2019-12-10,19:30,21:00,울산광역시북구,울산광역시북구,052-241-7373,2021-07-02,3720000,울산광역시 북구
덕구,울산북구문화예술회관,영화,2019-12-11,2019-12-11,14:00,16:00,울산광역시북구,울산광역시북구,052-241-7374,2021-07-02,3720000,울산광역시 북구
2019 송년음악회 with 최성수,울산북구문화예술회관,공연,2019-12-20,2019-12-20,19:30,21:00,울산광역시북구,울산광역시북구,052-241-7375,2021-07-02,3720000,울산광역시 북구
보헤미안 랩소디,울산북구문화예술회관,영화,2020-01-08,2020-01-08,14:00,16:00,울산광역시북구,울산광역시북구,052-241-7350,2021-07-02,3720000,울산광역시 북구
부릉부릉수묵시동,"목포 근대역사문화거리, 진도 운림산방","수묵 작품전시, 오픈 이벤트, 체험행사 운영 등",2020&09&24,2020-10-23,10:00,18-00,전남국제수묵비엔날레 사무국,전라남도,"061,280,5867",2020-11-18,6460000,전라남도
"온택트 컬처테라피, 희망전남 일곱빛깔 스테이지(뛰뛰빵빵 드라이브 in 카퍼먼스)",목포 신안비치호텔 주차장,공연,2020-10-23,2020-10-23,17:40,20:00,"한국예총 전남지회, 전라남도 문화재단, 전라남도 관광재단, 목포문화재단",전라남도,061-286-5420,2020-11-18,6460000,전라남도
"온택트 컬처테라피, 희망전남 일곱빛깔 스테이지(노을에 물드는 오색향음)",함평엑스포공원,공연,2020-10-28,2020-10-28,16:00,17:00,"한국예총 전남지회, 전라남도 문화재단, 전라남도 관광재단, 목포문화재단",전라남도,061-286-5420,2020-11-18,6460000,전라남도
"온택트 컬처테라피, 희망전남 일곱빛깔 스테이지(희망을울리는판타스틱)",곡성 기차마을,공연,2020&10&30,2020-10-30,16:00,17-00,"한국예총 전남지회, 전라남도 문화재단, 전라남도 관광재단, 목포문화재단",전라남도,"061,286,5420",2020-11-18,6460000,전라남도
"온택트 컬처테라피, 희망전남 일곱빛깔 스테이지(가을빛가득한오색향음)",구례 서시천 체육공원,공연,2020-11-04,2020-11-04,16:00,17:00,"한국예총 전남지회, 전라남도 문화재단, 전라남도 관광재단, 목포문화재단",전라남도,061-286-5420,2020-11-18,6460000,전라남도
"온택트 컬처테라피, 희망전남 일곱빛깔 스테이지(나란히채우는가을소리)",보성 다원제2농장,공연,2020-11-11,2020-11-11,16:00,17:00,"한국예총 전남지회, 전라남도 문화재단, 전라남도 관광재단, 목포문화재단",전라남도,061-286-5420,2020-11-18,6460000,전라남도
광명청춘합창단정기연주회,시민회관,음악회,2016-11-05,2016-11-05,19:00~21:00,21:00,광명청춘합창단,광명시,02-2680-6867,2020-10-22,3900000,경기도 광명시
문화가있는 날 - 이봉기 쇼팽 피아노 독주회-,솜리문화예술회관 중공연장,음악회,2021-04-01,2021-04-01,19:30,21:30,익산 예술의전당,익산시,063-859-3254,2021-06-15,4680000,전라북도 익산시
어린이 국악극<금다래꿍>,유채꽃소극장,연극,2021-05-15,2021-05-15,11:00,00:00,구리문화재단,구리문화재단,031-580-7900,2021-06-28,3980000,경기도 구리시
전북도립무용단 ’천변연가’,익산예술의전당 대공연장,무용,2021-05-08,2021-05-08,15:00,16:30,익산 예술의전당,전북도립무용단,063-859-3254,2021-06-15,4680000,전라북도 익산시
익산시립합창단 정기공연,익산예술의전당 대공연장,합창,2021-05-27,2021-05-27,19:30,21:00,익산 예술의전당,익산 예술의전당,063-859-3249,2021-06-15,4680000,전라북도 익산시
레이어클래식 위드 고영열,익산예술의전당 대공연장,콘서트,2021-06-12,2021-06-12,17:00,19:00,익산 예술의전당,익산 예술의전당,063-859-3254,2021-06-15,4680000,전라북도 익산시
SAC ON SCREEN 오페라 마술피리,봉산문화회관 가온홀,기타,2020-08-22,2020-08-22,15:00,16:48,봉산문화회관,예술의전당 영상사업부,053-661-3521,2021-07-01,3410000,대구광역시 중구
SAC ON SCREEN 발레 호두까기인형,봉산문화회관 가온홀,기타,2020&08&29,2020-08-29,15:00,16-30,봉산문화회관,예술의전당 영상사업부,"053,661,3521",2021-07-01,3410000,대구광역시 중구
우수공연시리즈Ⅱ 늙은부부이야기,봉산문화회관 가온홀,연극,2020-09-04,2020-09-04,19:30,21:00,"한국문화예술회관연합회, 봉산문화회관","한국문화예술위원회, 봉산문화회관",053-661-3521,2021-07-01,3410000,대구광역시 중구
봉포유 Vol.2 팝페라가수 소울림 콘서트소울의 울림,봉산문화회관 가온홀,대중음악,2020-09-05,2020-09-05,19:00,20:00,"한국문화예술회관연합회, 봉산문화회관","한국문화예술위원회, 봉산문화회관",053-661-3521,2021-07-01,3410000,대구광역시 중구
봉포유 Vol.3 한국전통춤 흐름,봉산문화회관 가온홀,무용,2020-10-10,2020-10-10,19:00,20:00,"한국문화예술회관연합회, 봉산문화회관","한국문화예술위원회, 봉산문화회관",053-661-3521,2021-07-01,3410000,대구광역시 중구
우수공연시리즈Ⅲ 백건우&슈만,봉산문화회관 가온홀,클래식,2020-10-16,2020-10-16,19:30,21:00,봉산문화회관,봉산문화회관,053-661-3521,2021-07-01,3410000,대구광역시 중구
상주단체기획 연극 유산게임,봉산문화회관 스페이스라온,연극,2020&10&17,2020-10-25,15:00,16-00,봉산문화회관*지오뮤직,봉산문화회관*지오뮤직,"053,661,3521",2021-07-01,3410000,대구광역시 중구
상주단체기획 연극 유산게임,봉산문화회관 스페이스라온,연극,2020-10-18,2020-10-25,15:00,16:00,봉산문화회관*지오뮤직,봉산문화회관*지오뮤직,053-661-3521,2021-07-01,3410000,대구광역시 중구
상주단체기획 연극 유산게임,봉산문화회관 스페이스라온,연극,2020-10-20,2020-10-25,19:30,20:30,봉산문화회관*지오뮤직,봉산문화회관*지오뮤직,053-661-3521,2021-07-01,3410000,대구광역시 중구
상주단체기획 연극 유산게임,봉산문화회관 스페이스라온,연극,2020&10&21,2020-10-25,19:30,20-30,봉산문화회관*지오뮤직,봉산문화회관*지오뮤직,"053,661,3521",2021-07-01,3410000,대구광역시 중구
상주단체기획 연극 유산게임,봉산문화회관 스페이스라온,연극,2020-10-22,2020-10-25,19:30,20:30,봉산문화회관*지오뮤직,봉산문화회관*지오뮤직,053-661-3521,2021-07-01,3410000,대구광역시 중구
상주단체기획 연극 유산게임,봉산문화회관 스페이스라온,연극,2020-10-23,2020-10-25,19:30,20:30,봉산문화회관*지오뮤직,봉산문화회관*지오뮤직,053-661-3521,2021-07-01,3410000,대구광역시 중구
상주단체기획 연극 유산게임,봉산문화회관 스페이스라온,연극,2020-10-24,2020-10-25,15:00,16:00,봉산문화회관*지오뮤직,봉산문화회관*지오뮤직,053-661-3521,2021-07-01,3410000,대구광역시 중구
대구시립합창단 제151회 정기연주회,대구문화예술회관 팔공홀,대구시립합창단의 새로운 봄을 맞으며 정기공연,2021-03-16,2021-03-16,19:30,22:00,대구시립예술단,대구시립합창단,053-606-6314,2021-08-10,6270000,대구광역시
대구시립국악단 제25회 청소년 및 제2회 대학(원)생 협주곡의 밤,대구문화예술회관 팔공홀,대구시립국악단 청소년 및 대학(원)생 협주곡의 밤,2021&03&18,2021-03-18,19:30,22-00,대구문화예술회관,대구시립국악단,"053,606,6193",2021-08-10,6270000,대구광역시
2021 대구시립극단 단원 창작 프로젝트 <바이러스>,대구문화예술회관 비슬홀,대구시립극단 단원 창작 프로젝트 <바이러스>,2021-03-18,2021-03-18,13:00,14:00,대구문화예술회관,대구시립극단,053-606-6323,2021-08-10,6270000,대구광역시
대구시립국악단 화요국악 <소담음악회>,대구문화예술회관 비슬홀,이야기가 있는 국악공연,2021-03-23,2021-03-23,19:00,20:30,대구문화예술회관,대구시립국악단,053-606-6193,2021-08-10,6270000,대구광역시
